Date,Year,Day_of_Year,Facility_Name,Industry,Production_Index,Natural_Gas_GJ,Energy_MWh,Steam_tonnes,Flare_Emissions_tCO2e,CH4_tCO2e,N2O_tCO2e,CO2_Emissions_tCO2e,Total_GHG_tCO2e,Operating_Hours
2012-07-19,2012,201,INEOS Chocolate Bayou Plant,Petrochemical,102.37,4395.32,852.78,1162.55,54.41,22.19,13.45,2436.13,2471.77,23.39
2012-07-20,2012,202,INEOS Chocolate Bayou Plant,Petrochemical,99.9,4256.79,789.58,1157.35,46.72,15.16,8.67,2197.59,2221.42,23.66
2012-07-21,2012,203,INEOS Chocolate Bayou Plant,Petrochemical,101.94,4337.07,803.51,1221.4,49.66,17.26,8.77,2253.67,2279.71,23.05
2012-07-22,2012,204,INEOS Chocolate Bayou Plant,Petrochemical,97.6,4382.5,811.07,1163.51,45.47,20.09,11.94,2311.26,2343.28,22.55
2012-07-23,2012,205,INEOS Chocolate Bayou Plant,Petrochemical,104.74,4334.81,824.66,1218.75,38.64,16.16,15.57,2301.23,2332.96,23
2012-07-24,2012,206,INEOS Chocolate Bayou Plant,Petrochemical,96.02,4484.24,871.58,1132.83,42.67,15.64,15.05,2306.64,2337.33,23.19
2012-07-25,2012,207,INEOS Chocolate Bayou Plant,Petrochemical,95.91,4401.59,857.83,1191.91,44.52,17.39,15.09,2389.65,2422.13,22.89
2012-07-26,2012,208,INEOS Chocolate Bayou Plant,Petrochemical,86.44,4358.77,846.77,1149.52,27.06,17.73,9.61,2328.43,2355.78,22
2012-07-27,2012,209,INEOS Chocolate Bayou Plant,Petrochemical,102.39,4222.15,791.52,1188.91,51.22,15.36,11.3,2178.83,2205.5,22.5
2012-07-28,2012,210,INEOS Chocolate Bayou Plant,Petrochemical,96.67,4533.22,863.5,1133.81,47.16,15.49,9.88,2378.01,2403.38,22.07
2012-07-29,2012,211,INEOS Chocolate Bayou Plant,Petrochemical,91.53,4110.49,800.45,1150.77,53.63,20.61,7.08,2204.32,2232.01,23.15
2012-07-30,2012,212,INEOS Chocolate Bayou Plant,Petrochemical,92.62,4405.62,859.03,1211.39,40.01,21.73,12.1,2333.93,2367.77,23.4
2012-07-31,2012,213,INEOS Chocolate Bayou Plant,Petrochemical,95.07,4400.32,813.63,1100.35,41.38,20.5,14.62,2303.59,2338.72,22.35
2012-08-01,2012,214,INEOS Chocolate Bayou Plant,Petrochemical,101.33,4344.54,793.68,1119.45,33.18,21.27,11.11,2332.25,2364.63,23.99
2012-08-02,2012,215,INEOS Chocolate Bayou Plant,Petrochemical,98.25,4260.69,807,1163.9,36.64,18.06,10.85,2263.72,2292.63,23.75
2012-08-03,2012,216,INEOS Chocolate Bayou Plant,Petrochemical,92.76,4310,803.16,1124.01,34.66,19.55,10.86,2296.93,2327.33,22.38
2012-08-04,2012,217,INEOS Chocolate Bayou Plant,Petrochemical,99.71,4380.68,820,1126.36,34.82,20.54,9.44,2400.43,2430.42,23.6
2012-08-05,2012,218,INEOS Chocolate Bayou Plant,Petrochemical,95.96,4326.15,778.59,1185.74,43.84,16.97,12.72,2338.88,2368.57,22.67
2012-08-06,2012,219,INEOS Chocolate Bayou Plant,Petrochemical,94.8,4414,767.54,1121.55,38.42,15.41,12.37,2207.71,2235.49,23
2012-08-07,2012,220,INEOS Chocolate Bayou Plant,Petrochemical,103.74,4177.46,800,1154.84,41.29,18.39,13.32,2280.5,2312.2,22.47
2012-08-08,2012,221,INEOS Chocolate Bayou Plant,Petrochemical,95.73,4459.32,770.85,1232.8,39.33,14.81,11.43,2388.19,2414.43,22.48
2012-08-09,2012,222,INEOS Chocolate Bayou Plant,Petrochemical,95.03,4343.4,788.49,1137.7,41.68,12.04,13.51,2294.05,2319.59,22.36
2012-08-10,2012,223,INEOS Chocolate Bayou Plant,Petrochemical,97.37,4447.69,820.77,1080.75,34.94,17.97,14.67,2347.77,2380.42,22.73
2012-08-11,2012,224,INEOS Chocolate Bayou Plant,Petrochemical,95.12,4328.26,879.59,1166.41,47.61,16.64,11.35,2329.9,2357.89,23.9
2012-08-12,2012,225,INEOS Chocolate Bayou Plant,Petrochemical,91.1,4316.68,792.57,1114.49,35.29,20.94,9.13,2276.23,2306.3,23.39
2012-08-13,2012,226,INEOS Chocolate Bayou Plant,Petrochemical,94.08,4352.3,788.41,1168.35,38.94,18.85,12.63,2300.79,2332.27,22.51
2012-08-14,2012,227,INEOS Chocolate Bayou Plant,Petrochemical,95.81,4382.9,812.66,1123.6,47.75,24.7,10.88,2362.96,2398.54,23.81
2012-08-15,2012,228,INEOS Chocolate Bayou Plant,Petrochemical,100.68,4259.71,816.66,1105.09,39.59,15.16,12.44,2213.53,2241.13,23.26
2012-08-16,2012,229,INEOS Chocolate Bayou Plant,Petrochemical,92.26,4175.57,762.36,1186.92,48.99,21.61,13.93,2262.73,2298.28,22.18
2012-08-17,2012,230,INEOS Chocolate Bayou Plant,Petrochemical,92.34,4173.69,784.5,1042.65,48.97,19.71,10.23,2295.57,2325.51,22.02
2012-08-18,2012,231,INEOS Chocolate Bayou Plant,Petrochemical,96.46,4416.85,815.42,1136.11,34.2,17.29,14.81,2265.96,2298.05,22.19
2012-08-19,2012,232,INEOS Chocolate Bayou Plant,Petrochemical,104.48,4190.04,761.26,1148.14,42.54,17.4,7.96,2273.18,2298.54,22.99
2012-08-20,2012,233,INEOS Chocolate Bayou Plant,Petrochemical,100.6,4247.87,793.86,1106.99,49.92,19.09,12.85,2191.7,2223.64,22.52
2012-08-21,2012,234,INEOS Chocolate Bayou Plant,Petrochemical,87.74,4331.15,843.16,1048.1,46.75,22.31,9.4,2382.73,2414.45,23.2
2012-08-22,2012,235,INEOS Chocolate Bayou Plant,Petrochemical,93.3,4293.63,806.08,1148.42,34.6,12.17,12.56,2224.47,2249.2,22.58
2012-08-23,2012,236,INEOS Chocolate Bayou Plant,Petrochemical,89.44,4197.97,803.25,1185.43,35.36,17.41,13.42,2247.18,2278.01,23.92
2012-08-24,2012,237,INEOS Chocolate Bayou Plant,Petrochemical,99.75,4409.89,813.09,1108.72,42.9,13.84,12.02,2431.07,2456.93,22.93
2012-08-25,2012,238,INEOS Chocolate Bayou Plant,Petrochemical,98.1,4207.61,775.64,1098.21,50.84,20.34,8.95,2215.17,2244.47,23.18
2012-08-26,2012,239,INEOS Chocolate Bayou Plant,Petrochemical,90.01,4134.55,836.97,1146.73,42.52,16.11,13.22,2228.35,2257.68,22.06
2012-08-27,2012,240,INEOS Chocolate Bayou Plant,Petrochemical,79.83,4122.1,800.93,1051.33,50.39,21.08,9.85,2266.33,2297.26,22.26
2012-08-28,2012,241,INEOS Chocolate Bayou Plant,Petrochemical,89.05,4082.81,799.82,1093.21,38.76,21.93,13.19,2111.4,2146.52,23.69
2012-08-29,2012,242,INEOS Chocolate Bayou Plant,Petrochemical,94.1,4384.88,755.44,1181.5,44.21,19.05,13.58,2388.33,2420.96,23.62
2012-08-30,2012,243,INEOS Chocolate Bayou Plant,Petrochemical,85.04,4201.34,788.31,1110.68,42.6,19.6,9.85,2278.68,2308.13,23.86
2012-08-31,2012,244,INEOS Chocolate Bayou Plant,Petrochemical,96.41,4226.07,846.63,1059.1,47.91,20.16,11.47,2193.84,2225.48,22.79
2012-09-01,2012,245,INEOS Chocolate Bayou Plant,Petrochemical,92.23,4200.74,809.89,1055.44,38.53,17.29,12.01,2265.32,2294.62,23.71
2012-09-02,2012,246,INEOS Chocolate Bayou Plant,Petrochemical,92.33,4166.58,851.16,1093.78,50.25,21.03,10.35,2329.94,2361.32,23.6
2012-09-03,2012,247,INEOS Chocolate Bayou Plant,Petrochemical,86.46,4196.9,775.15,1122.31,37.72,19.51,14.88,2249.38,2283.77,22.75
2012-09-04,2012,248,INEOS Chocolate Bayou Plant,Petrochemical,99.46,4331.72,805.41,1133.6,24.82,17.59,14.77,2370.41,2402.77,23.95
2012-09-05,2012,249,INEOS Chocolate Bayou Plant,Petrochemical,90.19,4202.57,778.14,1088.99,45.71,15.96,14.78,2172.35,2203.09,23.78
2012-09-06,2012,250,INEOS Chocolate Bayou Plant,Petrochemical,93.84,4220.82,837.8,1171.64,33.09,21.24,15.34,2340.03,2376.61,22.16
2012-09-07,2012,251,INEOS Chocolate Bayou Plant,Petrochemical,98.01,4067.96,800.65,1155.62,30.22,15.35,13.74,2236.17,2265.26,23.4
2012-09-08,2012,252,INEOS Chocolate Bayou Plant,Petrochemical,94.47,4064.13,831.01,1164.87,30.21,12.07,13.17,2118.02,2143.27,23.85
2012-09-09,2012,253,INEOS Chocolate Bayou Plant,Petrochemical,104.14,4166.92,808.08,1157.13,36.6,20.7,11.37,2141.17,2173.24,23.04
2012-09-10,2012,254,INEOS Chocolate Bayou Plant,Petrochemical,98.45,4225.65,805.51,1101.47,61.86,23.23,12.82,2318.33,2354.38,23.36
2012-09-11,2012,255,INEOS Chocolate Bayou Plant,Petrochemical,85.6,4243.91,747.51,1145.62,32.79,22.67,11.15,2192.15,2225.97,23.16
2012-09-12,2012,256,INEOS Chocolate Bayou Plant,Petrochemical,86.2,4159.7,739.77,1093.49,32.1,20.62,9.68,2213.81,2244.12,22.61
2012-09-13,2012,257,INEOS Chocolate Bayou Plant,Petrochemical,92.25,3968.17,785.04,1111.06,41.49,17.98,7.31,2090.66,2115.95,22.16
2012-09-14,2012,258,INEOS Chocolate Bayou Plant,Petrochemical,96.61,4194.13,813.72,1042.24,42.81,15.73,14.42,2324.69,2354.84,22.06
2012-09-15,2012,259,INEOS Chocolate Bayou Plant,Petrochemical,95.45,4105.31,788.21,1095.18,53.26,23.84,11.44,2159.02,2194.31,23.95
2012-09-16,2012,260,INEOS Chocolate Bayou Plant,Petrochemical,96.93,4125,772.86,1050.5,53.64,20.56,12.34,2196.85,2229.75,23.27
2012-09-17,2012,261,INEOS Chocolate Bayou Plant,Petrochemical,93.96,4171.76,742.11,1075.49,42.99,19.54,11.87,2116.03,2147.44,22.6
2012-09-18,2012,262,INEOS Chocolate Bayou Plant,Petrochemical,90.59,4265.21,760.69,1165.53,37.78,15.68,14.3,2329.44,2359.42,23.94
2012-09-19,2012,263,INEOS Chocolate Bayou Plant,Petrochemical,92.18,4004.4,830.36,1110.86,33.03,12.46,8.45,2136.89,2157.79,22.16
2012-09-20,2012,264,INEOS Chocolate Bayou Plant,Petrochemical,84.26,4143.03,770.04,1116.18,49.58,17.39,13.02,2204.64,2235.05,23.58
2012-09-21,2012,265,INEOS Chocolate Bayou Plant,Petrochemical,89.52,4086.87,799.55,1165.69,25.69,15.9,12.91,2128,2156.81,23.37
2012-09-22,2012,266,INEOS Chocolate Bayou Plant,Petrochemical,86.19,3968.39,805.63,1166.95,36.82,16.43,12.63,2155.62,2184.68,22.79
2012-09-23,2012,267,INEOS Chocolate Bayou Plant,Petrochemical,92.74,4119.05,776.21,1153.62,49.89,19.61,12.07,2158.85,2190.54,22.9
2012-09-24,2012,268,INEOS Chocolate Bayou Plant,Petrochemical,91.21,4118.36,774.12,1213.36,30.54,16.47,12.15,2168.16,2196.78,23.37
2012-09-25,2012,269,INEOS Chocolate Bayou Plant,Petrochemical,92.64,4135.86,769.6,1129.89,35.78,19.18,12.04,2112.12,2143.34,22.05
2012-09-26,2012,270,INEOS Chocolate Bayou Plant,Petrochemical,91.35,4088.89,747.82,1140.41,51.69,21.23,13.56,2229.01,2263.8,23.24
2012-09-27,2012,271,INEOS Chocolate Bayou Plant,Petrochemical,83.64,4019.33,778.51,1126.33,23.8,19.43,14.65,2181.76,2215.84,22.23
2012-09-28,2012,272,INEOS Chocolate Bayou Plant,Petrochemical,94.58,3976.6,783.79,1080.51,49.39,17.18,11.61,2073.77,2102.56,22.14
2012-09-29,2012,273,INEOS Chocolate Bayou Plant,Petrochemical,87.24,4316.78,769.47,1136.06,45.25,15.49,14.67,2222.28,2252.44,23.22
2012-09-30,2012,274,INEOS Chocolate Bayou Plant,Petrochemical,93.76,4299.28,794.81,1114.44,33.48,15.47,12.37,2246.86,2274.7,22.26
2012-10-01,2012,275,INEOS Chocolate Bayou Plant,Petrochemical,79.4,4047.77,784.11,1087.26,45.76,19.45,13.09,2160.56,2193.1,23.44
2012-10-02,2012,276,INEOS Chocolate Bayou Plant,Petrochemical,90.59,4179.5,800.54,1166.14,39.55,21.39,11.85,2333.5,2366.74,22.7
2012-10-03,2012,277,INEOS Chocolate Bayou Plant,Petrochemical,93.65,4188.18,775.64,1099.37,45.12,15.65,14.78,2138.94,2169.37,23.74
2012-10-04,2012,278,INEOS Chocolate Bayou Plant,Petrochemical,85.56,4312.97,805.26,1092.75,36.07,14.76,11.67,2388.55,2414.97,22.63
2012-10-05,2012,279,INEOS Chocolate Bayou Plant,Petrochemical,86.81,4022.84,781.2,1074.44,40.44,17.66,13,2122.6,2153.26,23.68
2012-10-06,2012,280,INEOS Chocolate Bayou Plant,Petrochemical,90.47,4169.59,761.11,1133.3,47.46,19.86,9.32,2128.79,2157.97,23.07
2012-10-07,2012,281,INEOS Chocolate Bayou Plant,Petrochemical,99.02,4242.62,831.61,1059.87,40.61,16.01,11.17,2314.28,2341.46,22.01
2012-10-08,2012,282,INEOS Chocolate Bayou Plant,Petrochemical,84.32,4159.52,762.68,1109.73,44.52,18.42,9.19,2219.96,2247.56,23.36
2012-10-09,2012,283,INEOS Chocolate Bayou Plant,Petrochemical,98.74,4176.18,739.97,1169.33,34.53,20.43,11.34,2194.83,2226.6,22.26
2012-10-10,2012,284,INEOS Chocolate Bayou Plant,Petrochemical,99.37,4092,778.6,1161.84,42.62,18.57,10.61,2208.87,2238.05,22.58
2012-10-11,2012,285,INEOS Chocolate Bayou Plant,Petrochemical,96.36,4040.61,773.85,1078.6,41.71,16.84,13.49,2133.71,2164.04,22.49
2012-10-12,2012,286,INEOS Chocolate Bayou Plant,Petrochemical,94.54,4243.31,758.65,1128.18,38.22,16.35,11.38,2189.65,2217.39,22.61
2012-10-13,2012,287,INEOS Chocolate Bayou Plant,Petrochemical,91.66,4159.93,790.66,1053.64,50.49,20.09,10.68,2197.91,2228.69,22.03
2012-10-14,2012,288,INEOS Chocolate Bayou Plant,Petrochemical,99.87,4076.49,782.16,1072.02,45.19,20.7,14.4,2262.89,2297.99,23.77
2012-10-15,2012,289,INEOS Chocolate Bayou Plant,Petrochemical,97.28,4129.03,782.14,1106.76,25.6,19.73,13.54,2226.21,2259.48,22.06
2012-10-16,2012,290,INEOS Chocolate Bayou Plant,Petrochemical,95.18,4202.1,810.45,1102.16,35.38,17.48,10.67,2274.65,2302.8,22.1
2012-10-17,2012,291,INEOS Chocolate Bayou Plant,Petrochemical,98.8,4127.6,830.56,1114.72,56.96,18.65,7.98,2240.34,2266.97,22.6
2012-10-18,2012,292,INEOS Chocolate Bayou Plant,Petrochemical,89.11,4050.65,765.56,1128.49,30.61,17.04,12.09,2125.46,2154.59,23.65
2012-10-19,2012,293,INEOS Chocolate Bayou Plant,Petrochemical,89.62,4191.75,759.74,1081.02,28.63,21.92,11.19,2154.48,2187.59,23.43
2012-10-20,2012,294,INEOS Chocolate Bayou Plant,Petrochemical,84.19,3973.72,837.05,1007.06,41.29,16.68,10.37,2110.61,2137.66,23.18
2012-10-21,2012,295,INEOS Chocolate Bayou Plant,Petrochemical,84.18,4167.9,796.7,1102.14,30.09,19.36,13.62,2224.2,2257.19,23.16
2012-10-22,2012,296,INEOS Chocolate Bayou Plant,Petrochemical,93.5,4295.84,774.74,1128.76,35.95,18.29,16.34,2240.33,2274.97,23.17
2012-10-23,2012,297,INEOS Chocolate Bayou Plant,Petrochemical,95.96,3998.79,787.11,1106.52,35.98,19.51,11.14,2245.38,2276.03,23.47
2012-10-24,2012,298,INEOS Chocolate Bayou Plant,Petrochemical,97.37,3988.9,771.76,1127.29,46.7,16.18,13.15,2144.65,2173.98,23.25
2012-10-25,2012,299,INEOS Chocolate Bayou Plant,Petrochemical,96.5,3969.94,769.95,1091.55,64.32,15.61,12.28,2283.28,2311.16,23.61
2012-10-26,2012,300,INEOS Chocolate Bayou Plant,Petrochemical,87.01,3998,799.13,1063.66,47.85,21.09,13.22,2157.36,2191.68,22.19
2012-10-27,2012,301,INEOS Chocolate Bayou Plant,Petrochemical,87.52,4164.37,825.66,1156.32,28.7,17.89,12.82,2134.98,2165.69,22.75
2012-10-28,2012,302,INEOS Chocolate Bayou Plant,Petrochemical,92.51,4333.09,805.78,1106.42,47.15,19.78,10.15,2256.94,2286.87,23.94
2012-10-29,2012,303,INEOS Chocolate Bayou Plant,Petrochemical,90.01,3923.5,811.92,1134.4,39.8,16.41,9.29,2150.5,2176.21,23.28
2012-10-30,2012,304,INEOS Chocolate Bayou Plant,Petrochemical,93.74,4442.9,781.9,1163.95,40.42,23.22,12.77,2248.85,2284.84,22.68
2012-10-31,2012,305,INEOS Chocolate Bayou Plant,Petrochemical,91.29,4467.29,766.65,1076.43,36.72,17.33,9.4,2348.06,2374.79,23.79
2012-11-01,2012,306,INEOS Chocolate Bayou Plant,Petrochemical,91.04,4442.67,816.45,1143.95,30.16,22.38,10.2,2378.93,2411.51,23.96
2012-11-02,2012,307,INEOS Chocolate Bayou Plant,Petrochemical,104.58,4332.06,826.53,1147.25,35.08,19.84,15.05,2256.1,2290.99,23.64
2012-11-03,2012,308,INEOS Chocolate Bayou Plant,Petrochemical,96.47,4204.85,762.2,1097.59,61.41,19.61,14.3,2238.26,2272.16,22.77
2012-11-04,2012,309,INEOS Chocolate Bayou Plant,Petrochemical,90.6,4183.23,791.02,1029.65,40.69,18.69,14.37,2237.27,2270.33,23.7
2012-11-05,2012,310,INEOS Chocolate Bayou Plant,Petrochemical,95.15,4163.09,799.26,1156.76,42.44,22.75,13.47,2211.73,2247.94,23.04
2012-11-06,2012,311,INEOS Chocolate Bayou Plant,Petrochemical,98,4178.54,775.57,1112.24,39.72,14.49,9.99,2213.28,2237.76,23.61
2012-11-07,2012,312,INEOS Chocolate Bayou Plant,Petrochemical,97.2,4376.35,811.49,1102.72,31.72,20.48,12.18,2269.96,2302.62,22.41
2012-11-08,2012,313,INEOS Chocolate Bayou Plant,Petrochemical,99.28,4178.5,816.24,1096.68,39.73,12.48,10.04,2191.96,2214.48,23.14
2012-11-09,2012,314,INEOS Chocolate Bayou Plant,Petrochemical,89.41,4174.61,791.4,1115.11,41.04,18.68,9.35,2220.8,2248.83,23.41
2012-11-10,2012,315,INEOS Chocolate Bayou Plant,Petrochemical,97.25,4073.08,821.01,1118.87,44.95,18.35,10.44,2282.1,2310.89,23.28
2012-11-11,2012,316,INEOS Chocolate Bayou Plant,Petrochemical,100.57,4307.56,768.89,1178.17,45.04,19.83,13.78,2275.66,2309.27,23.07
2012-11-12,2012,317,INEOS Chocolate Bayou Plant,Petrochemical,97.1,3987.83,776.97,1114.25,32.14,15.81,13.29,2155.47,2184.57,22.78
2012-11-13,2012,318,INEOS Chocolate Bayou Plant,Petrochemical,101.56,4079.39,847.7,1168.57,28.15,20.38,11.27,2244.92,2276.57,23.61
2012-11-14,2012,319,INEOS Chocolate Bayou Plant,Petrochemical,96.2,4109.51,827.52,1128.87,43.49,19.29,11.09,2263.77,2294.15,22.85
2012-11-15,2012,320,INEOS Chocolate Bayou Plant,Petrochemical,92.81,4415.46,848.21,1039.14,45.56,16.71,13.11,2319.43,2349.24,22.21
2012-11-16,2012,321,INEOS Chocolate Bayou Plant,Petrochemical,95.71,4234.98,797.27,1121.8,51.91,21.04,11.73,2224.4,2257.17,22.49
2012-11-17,2012,322,INEOS Chocolate Bayou Plant,Petrochemical,89.42,4345.86,790.64,1185.77,30.32,20.88,8.27,2314.76,2343.91,22.07
2012-11-18,2012,323,INEOS Chocolate Bayou Plant,Petrochemical,98.18,4341.03,800.32,1129.62,41.1,18.13,13.39,2327.49,2359.02,22.62
2012-11-19,2012,324,INEOS Chocolate Bayou Plant,Petrochemical,91.98,4294.27,825.18,1217.89,28.26,22.75,16.65,2275.24,2314.65,22.26
2012-11-20,2012,325,INEOS Chocolate Bayou Plant,Petrochemical,94.36,4480.18,853.11,1200.92,46.37,19.22,9.22,2333.09,2361.53,23.46
2012-11-21,2012,326,INEOS Chocolate Bayou Plant,Petrochemical,96.31,4332.3,794.9,1145.08,48.65,14.17,15.96,2216.35,2246.48,23.17
2012-11-22,2012,327,INEOS Chocolate Bayou Plant,Petrochemical,92.69,4299.97,776.07,1132.23,28.42,11.03,10.59,2331.29,2352.9,23.55
2012-11-23,2012,328,INEOS Chocolate Bayou Plant,Petrochemical,94.85,4384.99,837.09,1168.03,48.19,14.84,11.87,2311.66,2338.38,23.84
2012-11-24,2012,329,INEOS Chocolate Bayou Plant,Petrochemical,97.06,4282.31,827.68,1146.24,42.15,16.24,13.08,2312.62,2341.94,22.82
2012-11-25,2012,330,INEOS Chocolate Bayou Plant,Petrochemical,85.7,4253.83,812.67,1110.78,35.57,18.49,7.57,2262.44,2288.51,23.56
2012-11-26,2012,331,INEOS Chocolate Bayou Plant,Petrochemical,86.66,4546.36,832.46,1111.21,40.97,16.1,11.79,2433.69,2461.58,23.39
2012-11-27,2012,332,INEOS Chocolate Bayou Plant,Petrochemical,100.61,4178.53,843.93,1213.35,39.81,15.78,13.01,2235.11,2263.9,23.94
2012-11-28,2012,333,INEOS Chocolate Bayou Plant,Petrochemical,92.9,4198.31,808.59,1240.49,47.34,19.61,13.38,2298.54,2331.52,22.98
2012-11-29,2012,334,INEOS Chocolate Bayou Plant,Petrochemical,99.67,4347.05,844.72,1184.2,39.05,14.88,11.45,2374.34,2400.66,22.81
2012-11-30,2012,335,INEOS Chocolate Bayou Plant,Petrochemical,90.29,4295.15,781.64,1176.79,27.74,11.97,12.13,2275.06,2299.15,23.93
2012-12-01,2012,336,INEOS Chocolate Bayou Plant,Petrochemical,95.96,4370.47,831.64,1170.71,30.76,14.74,11.28,2335.2,2361.22,22.53
2012-12-02,2012,337,INEOS Chocolate Bayou Plant,Petrochemical,99.14,4266.73,830.3,1222.67,36.2,20.02,9.32,2234.99,2264.33,23.81
2012-12-03,2012,338,INEOS Chocolate Bayou Plant,Petrochemical,88.62,4333.56,798.17,1161.6,44.92,16.77,11.7,2316.92,2345.39,23.63
2012-12-04,2012,339,INEOS Chocolate Bayou Plant,Petrochemical,98.74,4303.85,848.6,1161.74,37.48,19.62,11.93,2328.02,2359.57,22.64
2012-12-05,2012,340,INEOS Chocolate Bayou Plant,Petrochemical,100.68,4220.01,853.85,1149.53,33.98,18.17,14.86,2331.25,2364.28,22.87
2012-12-06,2012,341,INEOS Chocolate Bayou Plant,Petrochemical,106.24,4340.42,807.51,1157.28,42.15,19.06,10.9,2381.91,2411.87,23.09
2012-12-07,2012,342,INEOS Chocolate Bayou Plant,Petrochemical,95.44,3998.1,822.19,1208.75,39.13,18.37,10.11,2229.52,2258,22.22
2012-12-08,2012,343,INEOS Chocolate Bayou Plant,Petrochemical,98.53,4131.7,852.09,1133.1,49.24,20.97,11.94,2238.15,2271.06,22.04
2012-12-09,2012,344,INEOS Chocolate Bayou Plant,Petrochemical,101.68,4233.02,844.16,1202.16,40.47,22.93,13.86,2270.69,2307.48,22.51
2012-12-10,2012,345,INEOS Chocolate Bayou Plant,Petrochemical,101.57,4657.37,785.05,1087.8,48.64,14.85,13.76,2399.33,2427.94,22.08
2012-12-11,2012,346,INEOS Chocolate Bayou Plant,Petrochemical,93.53,4367.1,805.34,1093.27,33.56,19.97,13.72,2305.69,2339.38,23.92
2012-12-12,2012,347,INEOS Chocolate Bayou Plant,Petrochemical,92.98,4374.98,808.72,1142.69,19.83,20.2,12.43,2260.34,2292.97,22.06
2012-12-13,2012,348,INEOS Chocolate Bayou Plant,Petrochemical,90.06,4395.96,816.17,1176.72,50.94,17.13,11.13,2304.52,2332.78,23.42
2012-12-14,2012,349,INEOS Chocolate Bayou Plant,Petrochemical,98.07,4380.43,850.96,1181.82,37.79,17.45,11.27,2391.64,2420.36,22.68
2012-12-15,2012,350,INEOS Chocolate Bayou Plant,Petrochemical,101.73,4407.01,820.35,1201.49,47.49,14.56,12.14,2316.06,2342.76,23.83
2012-12-16,2012,351,INEOS Chocolate Bayou Plant,Petrochemical,95.91,4807.29,844.39,1226.82,44.92,19.02,10.15,2531.75,2560.93,22.38
2012-12-17,2012,352,INEOS Chocolate Bayou Plant,Petrochemical,94.78,4323.26,845.75,1174.55,39.52,20.54,11.04,2376.28,2407.86,22.64
2012-12-18,2012,353,INEOS Chocolate Bayou Plant,Petrochemical,95.44,4566.29,828.99,1155.54,46.69,20.87,11.73,2435.89,2468.49,22.87
2012-12-19,2012,354,INEOS Chocolate Bayou Plant,Petrochemical,94.11,4321.95,800.59,1238.97,35.97,18.63,10.38,2303.39,2332.4,22.13
2012-12-20,2012,355,INEOS Chocolate Bayou Plant,Petrochemical,97.29,4305.66,814.61,1201.5,38.4,18.38,7.31,2245.52,2271.21,23.16
2012-12-21,2012,356,INEOS Chocolate Bayou Plant,Petrochemical,98.99,4277.22,833.2,1213.01,35.84,17.88,9.51,2269.61,2297,23.41
2012-12-22,2012,357,INEOS Chocolate Bayou Plant,Petrochemical,99.04,4329.31,838.14,1188.92,45.76,12.28,11.35,2324.61,2348.24,23.89
2012-12-23,2012,358,INEOS Chocolate Bayou Plant,Petrochemical,102.49,4302.81,835.87,1203.73,37.69,21.33,11.65,2316.29,2349.27,22.52
2012-12-24,2012,359,INEOS Chocolate Bayou Plant,Petrochemical,95.39,4286.36,858.71,1198.56,48.11,21.88,10.58,2316.91,2349.36,22.65
2012-12-25,2012,360,INEOS Chocolate Bayou Plant,Petrochemical,101.81,4386.24,815.79,1302.97,49.21,18.14,11.62,2312.38,2342.14,24
2012-12-26,2012,361,INEOS Chocolate Bayou Plant,Petrochemical,97.4,4436.71,858.9,1208.45,25.08,18.93,11.36,2364.23,2394.53,23.76
2012-12-27,2012,362,INEOS Chocolate Bayou Plant,Petrochemical,87.8,4672.8,866.71,1125.2,25.78,16.39,10.34,2372.52,2399.25,22.77
2012-12-28,2012,363,INEOS Chocolate Bayou Plant,Petrochemical,93.21,4556.44,865.76,1264.07,37.31,16.47,11.87,2360.64,2388.98,23.05
2012-12-29,2012,364,INEOS Chocolate Bayou Plant,Petrochemical,97.98,4664.74,876.72,1186.08,36.06,15.4,11.69,2451.29,2478.38,23.17
2012-12-30,2012,365,INEOS Chocolate Bayou Plant,Petrochemical,98.9,4511.46,818.65,1213.32,46.78,18.18,9.41,2303.56,2331.14,22.76
2012-12-31,2012,366,INEOS Chocolate Bayou Plant,Petrochemical,110.61,4573.88,878.2,1190.83,38.91,15.62,13.87,2433.68,2463.17,22.29
2013-01-01,2013,1,INEOS Chocolate Bayou Plant,Petrochemical,95.51,4503.95,844.41,1163.34,50.79,19.68,10.1,2465.71,2495.49,23.32
2013-01-02,2013,2,INEOS Chocolate Bayou Plant,Petrochemical,98.37,4306.47,844.83,1270.07,37.39,20.84,14.49,2270.84,2306.16,23.25
2013-01-03,2013,3,INEOS Chocolate Bayou Plant,Petrochemical,93.19,4549.65,802.66,1162.83,41.55,14.38,13.22,2421.86,2449.46,22.09
2013-01-04,2013,4,INEOS Chocolate Bayou Plant,Petrochemical,96.54,4660.5,848.44,1213.49,42.82,16.58,12.78,2476.1,2505.46,22.13
2013-01-05,2013,5,INEOS Chocolate Bayou Plant,Petrochemical,92.33,4560.86,900.99,1199.73,39.36,15.81,13,2428.32,2457.13,22.22
2013-01-06,2013,6,INEOS Chocolate Bayou Plant,Petrochemical,101.01,4411.91,888.63,1231.55,51.66,21.83,15.05,2425.77,2462.64,22.79
2013-01-07,2013,7,INEOS Chocolate Bayou Plant,Petrochemical,107.08,4314.11,841.43,1267.4,22.75,24.26,10.81,2280.27,2315.33,23.5
